state,district,year,season,crop,area,production,yield
Bihar,PURNIA,2003,Whole Year,Sweet potato,154.0,2283.0,14.824675324675324
Bihar,PURNIA,2003,Whole Year,Tobacco,14.0,16.0,1.1428571428571428
Bihar,PURNIA,2003,Whole Year,Turmeric,69.0,68.0,0.9855072463768116
Bihar,PURNIA,2003,Winter,Rice,81449.0,139874.0,1.7173200407617037
Bihar,PURNIA,2004,Autumn,Rice,17051.0,10409.0,0.6104627294586827
Bihar,PURNIA,2004,Kharif,Arhar/Tur,9.0,11.0,1.2222222222222223
Bihar,PURNIA,2004,Kharif,Dry ginger,2.0,3.0,1.5
Bihar,PURNIA,2004,Kharif,Groundnut,78.0,39.0,0.5
Bihar,PURNIA,2004,Kharif,Horse-gram,703.0,695.0,0.9886201991465149
Bihar,PURNIA,2004,Kharif,Jowar,111.0,113.0,1.018018018018018
Bihar,PURNIA,2004,Kharif,Jute,30490.0,248154.0,8.138865201705476
Bihar,PURNIA,2004,Kharif,Maize,10013.0,20488.0,2.0461400179766303
Bihar,PURNIA,2004,Kharif,Mesta,3348.0,30746.0,9.183393070489844
Bihar,PURNIA,2004,Kharif,Moong(Green Gram),543.0,404.0,0.7440147329650092
Bihar,PURNIA,2004,Kharif,Ragi,100.0,86.0,0.86
Bihar,PURNIA,2004,Kharif,Sesamum,40.0,30.0,0.75
Bihar,PURNIA,2004,Kharif,Small millets,441.0,327.0,0.7414965986394558
Bihar,PURNIA,2004,Kharif,Sunflower,3707.0,5157.0,1.3911518748314
Bihar,PURNIA,2004,Kharif,Urad,225.0,172.0,0.7644444444444445
Bihar,PURNIA,2004,Rabi,Barley,13.0,14.0,1.0769230769230769
Bihar,PURNIA,2004,Rabi,Gram,374.0,312.0,0.8342245989304813
Bihar,PURNIA,2004,Rabi,Khesari,1122.0,352.0,0.3137254901960784
Bihar,PURNIA,2004,Rabi,Linseed,1097.0,810.0,0.7383773928896992
Bihar,PURNIA,2004,Rabi,Maize,10774.0,33173.0,3.078986448858363
Bihar,PURNIA,2004,Rabi,Masoor,3892.0,2055.0,0.5280061664953751
Bihar,PURNIA,2004,Rabi,Peas & beans (Pulses),491.0,432.0,0.879837067209776
Bihar,PURNIA,2004,Rabi,Rapeseed &Mustard,2900.0,4165.0,1.436206896551724
Bihar,PURNIA,2004,Rabi,Wheat,51855.0,59646.0,1.15024587792884
Bihar,PURNIA,2004,Summer,Maize,13556.0,37216.0,2.7453526113897904
Bihar,PURNIA,2004,Summer,Moong(Green Gram),12564.0,5440.0,0.4329831263928685
Bihar,PURNIA,2004,Summer,Rice,19250.0,21959.0,1.1407272727272728
Bihar,PURNIA,2004,Whole Year,Banana,1923.0,20422.0,10.619864794591784
Bihar,PURNIA,2004,Whole Year,Coriander,9.0,6.0,0.6666666666666666
Bihar,PURNIA,2004,Whole Year,Dry chillies,88.0,67.0,0.7613636363636364
Bihar,PURNIA,2004,Whole Year,Dry ginger,2.0,3.0,1.5
Bihar,PURNIA,2004,Whole Year,Garlic,60.0,90.0,1.5
Bihar,PURNIA,2004,Whole Year,Onion,108.0,594.0,5.5
Bihar,PURNIA,2004,Whole Year,Potato,9519.0,70457.0,7.401722870049375
Bihar,PURNIA,2004,Whole Year,Sweet potato,186.0,2530.0,13.602150537634408
Bihar,PURNIA,2004,Whole Year,Tobacco,35.0,41.0,1.1714285714285715
Bihar,PURNIA,2004,Whole Year,Turmeric,85.0,84.0,0.9882352941176471
Bihar,PURNIA,2004,Winter,Rice,77293.0,58444.0,0.7561357432108988
Bihar,PURNIA,2005,Autumn,Rice,18128.0,16977.0,0.9365070609002648
Bihar,PURNIA,2005,Kharif,Arhar/Tur,80.0,86.0,1.075
Bihar,PURNIA,2005,Kharif,Groundnut,24.0,12.0,0.5
Bihar,PURNIA,2005,Kharif,Horse-gram,546.0,486.0,0.8901098901098901
Bihar,PURNIA,2005,Kharif,Jute,24202.0,187431.0,7.744442608048922
Bihar,PURNIA,2005,Kharif,Maize,15584.0,31267.0,2.0063526694045173
Bihar,PURNIA,2005,Kharif,Mesta,2114.0,14281.0,6.755439924314096
Bihar,PURNIA,2005,Kharif,Moong(Green Gram),457.0,299.0,0.6542669584245077
Bihar,PURNIA,2005,Kharif,Other Kharif pulses,4.0,2.0,0.5
Bihar,PURNIA,2005,Kharif,Ragi,36.0,28.0,0.7777777777777778
Bihar,PURNIA,2005,Kharif,Sesamum,8.0,6.0,0.75
Bihar,PURNIA,2005,Kharif,Small millets,361.0,267.0,0.739612188365651
Bihar,PURNIA,2005,Kharif,Sunflower,5050.0,6831.0,1.3526732673267328
Bihar,PURNIA,2005,Kharif,Urad,66.0,45.0,0.6818181818181818
Bihar,PURNIA,2005,Rabi,Barley,7.0,7.0,1.0
Bihar,PURNIA,2005,Rabi,Gram,1075.0,1011.0,0.9404651162790698
Bihar,PURNIA,2005,Rabi,Khesari,1258.0,774.0,0.615262321144674
Bihar,PURNIA,2005,Rabi,Linseed,883.0,756.0,0.8561721404303511
Bihar,PURNIA,2005,Rabi,Maize,11859.0,27110.0,2.2860274896702926
Bihar,PURNIA,2005,Rabi,Masoor,2097.0,864.0,0.41201716738197425
Bihar,PURNIA,2005,Rabi,Peas & beans (Pulses),482.0,443.0,0.9190871369294605
Bihar,PURNIA,2005,Rabi,Rapeseed &Mustard,3496.0,3255.0,0.9310640732265446
Bihar,PURNIA,2005,Rabi,Safflower,74.0,59.0,0.7972972972972973
Bihar,PURNIA,2005,Rabi,Wheat,46606.0,39460.0,0.8466721023044244
Bihar,PURNIA,2005,Summer,Maize,18603.0,30936.0,1.6629575874858893
Bihar,PURNIA,2005,Summer,Moong(Green Gram),6294.0,1750.0,0.2780425802351446
Bihar,PURNIA,2005,Summer,Rice,21144.0,34378.0,1.6258986000756717
Bihar,PURNIA,2005,Whole Year,Banana,1896.0,49505.0,26.110232067510548
Bihar,PURNIA,2005,Whole Year,Coriander,3.0,2.0,0.6666666666666666
Bihar,PURNIA,2005,Whole Year,Dry chillies,103.0,59.0,0.5728155339805825
Bihar,PURNIA,2005,Whole Year,Dry ginger,1.0,2.0,2.0
Bihar,PURNIA,2005,Whole Year,Garlic,60.0,89.0,1.4833333333333334
Bihar,PURNIA,2005,Whole Year,Onion,276.0,1984.0,7.188405797101449
Bihar,PURNIA,2005,Whole Year,Potato,9665.0,86120.0,8.91050181065701
Bihar,PURNIA,2005,Whole Year,Sugarcane,2.0,82.0,41.0
Bihar,PURNIA,2005,Whole Year,Sweet potato,185.0,2767.0,14.956756756756757
Bihar,PURNIA,2005,Whole Year,Tobacco,60.0,69.0,1.15
Bihar,PURNIA,2005,Whole Year,Turmeric,71.0,69.0,0.971830985915493
Bihar,PURNIA,2005,Winter,Rice,80977.0,72978.0,0.9012188646158786
Bihar,PURNIA,2006,Autumn,Rice,15085.0,11359.0,0.7529996685449122
Bihar,PURNIA,2006,Kharif,Arhar/Tur,64.0,79.0,1.234375
Bihar,PURNIA,2006,Kharif,Jute,26897.0,225337.0,8.377774472989552
Bihar,PURNIA,2006,Kharif,Maize,13795.0,38097.0,2.761652772743748
Bihar,PURNIA,2006,Kharif,Mesta,3314.0,21872.0,6.59987929993965
Bihar,PURNIA,2006,Kharif,Moong(Green Gram),575.0,283.0,0.49217391304347824
Bihar,PURNIA,2006,Kharif,Ragi,53.0,32.0,0.6037735849056604
Bihar,PURNIA,2006,Kharif,Sesamum,7.0,5.0,0.7142857142857143
Bihar,PURNIA,2006,Kharif,Urad,837.0,651.0,0.7777777777777778
Bihar,PURNIA,2006,Rabi,Barley,18.0,19.0,1.0555555555555556
Bihar,PURNIA,2006,Rabi,Gram,350.0,333.0,0.9514285714285714
Bihar,PURNIA,2006,Rabi,Khesari,1139.0,641.0,0.5627743634767339
Bihar,PURNIA,2006,Rabi,Linseed,1020.0,866.0,0.8490196078431372
Bihar,PURNIA,2006,Rabi,Maize,11399.0,25750.0,2.258970085095184
Bihar,PURNIA,2006,Rabi,Masoor,1942.0,1138.0,0.5859938208032955
Bihar,PURNIA,2006,Rabi,Peas & beans (Pulses),475.0,442.0,0.9305263157894736
Bihar,PURNIA,2006,Rabi,Rapeseed &Mustard,3146.0,3234.0,1.027972027972028
Bihar,PURNIA,2006,Rabi,Sunflower,5112.0,6894.0,1.3485915492957747
Bihar,PURNIA,2006,Rabi,Wheat,46296.0,62224.0,1.3440470019008122
Bihar,PURNIA,2006,Summer,Maize,17774.0,86824.0,4.884888038708225
Bihar,PURNIA,2006,Summer,Moong(Green Gram),9717.0,3372.0,0.34702068539672737
Bihar,PURNIA,2006,Summer,Rice,20552.0,36418.0,1.7719929933826393
Bihar,PURNIA,2006,Winter,Rice,88214.0,70460.0,0.7987394291155598
Bihar,PURNIA,2007,Autumn,Maize,11811.0,36953.0,3.128693590720515
Bihar,PURNIA,2007,Autumn,Rice,14324.0,9249.0,0.6456995252722704
Bihar,PURNIA,2007,Kharif,Arhar/Tur,118.0,125.0,1.0593220338983051
Bihar,PURNIA,2007,Kharif,Jute,26418.0,252585.0,9.561094708153531
Bihar,PURNIA,2007,Kharif,Mesta,2564.0,18959.0,7.394305772230889
Bihar,PURNIA,2007,Kharif,Moong(Green Gram),370.0,184.0,0.4972972972972973
Bihar,PURNIA,2007,Kharif,Other Kharif pulses,206.0,143.0,0.6941747572815534
Bihar,PURNIA,2007,Kharif,Sesamum,7.0,7.0,1.0
Bihar,PURNIA,2007,Kharif,Small millets,235.0,169.0,0.7191489361702128
Bihar,PURNIA,2007,Kharif,Urad,266.0,214.0,0.8045112781954887
Bihar,PURNIA,2007,Rabi,Gram,231.0,223.0,0.9653679653679653
Bihar,PURNIA,2007,Rabi,Khesari,1126.0,756.0,0.6714031971580817
Bihar,PURNIA,2007,Rabi,Linseed,560.0,444.0,0.7928571428571428
Bihar,PURNIA,2007,Rabi,Maize,11123.0,15127.0,1.3599748269351795
Bihar,PURNIA,2007,Rabi,Masoor,2173.0,1517.0,0.6981132075471698
Bihar,PURNIA,2007,Rabi,Peas & beans (Pulses),176.0,304.0,1.7272727272727273
Bihar,PURNIA,2007,Rabi,Rapeseed &Mustard,3859.0,5075.0,1.3151075408136823
Bihar,PURNIA,2007,Rabi,Sunflower,3441.0,4711.0,1.3690787561755304
Bihar,PURNIA,2007,Rabi,Wheat,42029.0,67018.0,1.5945656570463251
Bihar,PURNIA,2007,Summer,Maize,17235.0,77404.0,4.491093704670728
Bihar,PURNIA,2007,Summer,Moong(Green Gram),6069.0,7343.0,1.209919261822376
Bihar,PURNIA,2007,Summer,Rice,18529.0,33267.0,1.7954018025797398
Bihar,PURNIA,2007,Whole Year,Banana,1712.0,31449.0,18.369742990654206
Bihar,PURNIA,2007,Whole Year,Coriander,5.0,4.0,0.8
Bihar,PURNIA,2007,Whole Year,Dry chillies,37.0,21.0,0.5675675675675675
Bihar,PURNIA,2007,Whole Year,Garlic,35.0,50.0,1.4285714285714286
Bihar,PURNIA,2007,Whole Year,Onion,204.0,1893.0,9.279411764705882
Bihar,PURNIA,2007,Whole Year,Potato,11072.0,60930.0,5.5030708092485545
Bihar,PURNIA,2007,Whole Year,Sweet potato,208.0,2770.0,13.317307692307692
Bihar,PURNIA,2007,Whole Year,Tobacco,51.0,86.0,1.6862745098039216
Bihar,PURNIA,2007,Whole Year,Turmeric,53.0,50.0,0.9433962264150944
Bihar,PURNIA,2007,Winter,Rice,83709.0,72722.0,0.8687476854340632
Bihar,PURNIA,2008,Autumn,Maize,11384.0,27076.0,2.3784258608573436
Bihar,PURNIA,2008,Autumn,Rice,12909.0,13872.0,1.0745991168951894
Bihar,PURNIA,2008,Kharif,Arhar/Tur,149.0,171.0,1.1476510067114094
Bihar,PURNIA,2008,Kharif,Dry ginger,1.0,2.0,2.0
Bihar,PURNIA,2008,Kharif,Jute,24825.0,40685.0,1.6388721047331318
Bihar,PURNIA,2008,Kharif,Mesta,2275.0,17480.0,7.683516483516484
Bihar,PURNIA,2008,Kharif,Moong(Green Gram),614.0,320.0,0.5211726384364821
Bihar,PURNIA,2008,Kharif,Other Kharif pulses,217.0,126.0,0.5806451612903226
Bihar,PURNIA,2008,Kharif,Potato,7050.0,44133.0,6.26
Bihar,PURNIA,2008,Kharif,Sesamum,8.0,6.0,0.75
Bihar,PURNIA,2008,Kharif,Small millets,287.0,213.0,0.7421602787456446
Bihar,PURNIA,2008,Kharif,Sweet potato,224.0,3039.0,13.566964285714286
Bihar,PURNIA,2008,Kharif,Urad,130.0,112.0,0.8615384615384616
Bihar,PURNIA,2008,Rabi,Gram,9.0,5.0,0.5555555555555556
Bihar,PURNIA,2008,Rabi,Khesari,1166.0,834.0,0.7152658662092625
Bihar,PURNIA,2008,Rabi,Linseed,676.0,572.0,0.8461538461538461
Bihar,PURNIA,2008,Rabi,Maize,11460.0,41657.0,3.63499127399651
Bihar,PURNIA,2008,Rabi,Masoor,2141.0,1527.0,0.713218122372723
Bihar,PURNIA,2008,Rabi,Peas & beans (Pulses),281.0,270.0,0.9608540925266904
Bihar,PURNIA,2008,Rabi,Potato,3249.0,14556.0,4.480147737765466
Bihar,PURNIA,2008,Rabi,Rapeseed &Mustard,3719.0,3440.0,0.9249798332885184
Bihar,PURNIA,2008,Rabi,Safflower,74.0,59.0,0.7972972972972973
Bihar,PURNIA,2008,Rabi,Sunflower,3441.0,4711.0,1.3690787561755304
Bihar,PURNIA,2008,Rabi,Sweet potato,16.0,235.0,14.6875
Bihar,PURNIA,2008,Rabi,Wheat,39096.0,62793.0,1.6061233885819521
Bihar,PURNIA,2008,Summer,Maize,18079.0,72714.0,4.022014491951989
Bihar,PURNIA,2008,Summer,Moong(Green Gram),6461.0,3870.0,0.59897848630243
Bihar,PURNIA,2008,Summer,Rice,19116.0,31102.0,1.627014019669387
Bihar,PURNIA,2008,Whole Year,Dry chillies,60.0,97.0,1.6166666666666667
Bihar,PURNIA,2008,Whole Year,Garlic,44.0,61.0,1.3863636363636365
Bihar,PURNIA,2008,Whole Year,Onion,231.0,2102.0,9.0995670995671
Bihar,PURNIA,2008,Whole Year,Turmeric,60.0,76.0,1.2666666666666666
Bihar,PURNIA,2008,Winter,Rice,80292.0,92801.0,1.1557938524385991
Bihar,PURNIA,2009,Autumn,Maize,12340.0,45779.0,3.709805510534846
Bihar,PURNIA,2009,Autumn,Rice,15152.0,15996.0,1.0557022175290391
Bihar,PURNIA,2009,Kharif,Arhar/Tur,104.0,140.0,1.3461538461538463
Bihar,PURNIA,2009,Kharif,Horse-gram,783.0,754.0,0.9629629629629629
Bihar,PURNIA,2009,Kharif,Jute,26723.0,303009.0,11.33888410732328
Bihar,PURNIA,2009,Kharif,Mesta,3001.0,22041.0,7.344551816061313
Bihar,PURNIA,2009,Kharif,Moong(Green Gram),823.0,546.0,0.6634264884568651
Bihar,PURNIA,2009,Kharif,Urad,258.0,255.0,0.9883720930232558
Bihar,PURNIA,2009,Rabi,Gram,35.0,20.0,0.5714285714285714
Bihar,PURNIA,2009,Rabi,Khesari,1161.0,1203.0,1.0361757105943152
Bihar,PURNIA,2009,Rabi,Linseed,554.0,469.0,0.8465703971119134
Bihar,PURNIA,2009,Rabi,Maize,10748.0,14198.0,1.3209899516189059
Bihar,PURNIA,2009,Rabi,Masoor,1917.0,1336.0,0.6969222743870631
Bihar,PURNIA,2009,Rabi,Peas & beans (Pulses),154.0,154.0,1.0
Bihar,PURNIA,2009,Rabi,Rapeseed &Mustard,4078.0,4155.0,1.0188818048062775
Bihar,PURNIA,2009,Rabi,Sunflower,1987.0,2792.0,1.405133366884751
Bihar,PURNIA,2009,Rabi,Wheat,42230.0,89106.0,2.1100165758939142
Bihar,PURNIA,2009,Summer,Maize,16669.0,77661.0,4.659007738916552
Bihar,PURNIA,2009,Summer,Moong(Green Gram),5152.0,2767.0,0.5370729813664596
Bihar,PURNIA,2009,Summer,Rice,16086.0,28923.0,1.798023125699366
Bihar,PURNIA,2009,Winter,Rice,78043.0,108366.0,1.3885422139077175
Bihar,PURNIA,2010,Autumn,Maize,10276.0,34313.0,3.339139743090697
Bihar,PURNIA,2010,Autumn,Rice,15293.0,24455.0,1.5990976263650036
Bihar,PURNIA,2010,Kharif,Arhar/Tur,146.0,83.0,0.5684931506849316
Bihar,PURNIA,2010,Kharif,Horse-gram,391.0,369.0,0.9437340153452686
Bihar,PURNIA,2010,Kharif,Jute,21289.0,244350.0,11.477758466813848
Bihar,PURNIA,2010,Kharif,Mesta,3053.0,21490.0,7.038978054372748
Bihar,PURNIA,2010,Kharif,Moong(Green Gram),812.0,531.0,0.6539408866995073
Bihar,PURNIA,2010,Kharif,Sesamum,12.0,9.0,0.75
Bihar,PURNIA,2010,Kharif,Urad,171.0,149.0,0.8713450292397661
Bihar,PURNIA,2010,Rabi,Barley,1.0,1.0,1.0
Bihar,PURNIA,2010,Rabi,Gram,251.0,138.0,0.549800796812749
Bihar,PURNIA,2010,Rabi,Khesari,1210.0,1191.0,0.984297520661157
Bihar,PURNIA,2010,Rabi,Linseed,594.0,486.0,0.8181818181818182
Bihar,PURNIA,2010,Rabi,Maize,11530.0,19128.0,1.6589765828274068
Bihar,PURNIA,2010,Rabi,Masoor,2206.0,1394.0,0.6319129646418857
Bihar,PURNIA,2010,Rabi,Peas & beans (Pulses),193.0,200.0,1.0362694300518134
Bihar,PURNIA,2010,Rabi,Rapeseed &Mustard,3726.0,3704.0,0.9940955448201825
Bihar,PURNIA,2010,Rabi,Sunflower,1886.0,2705.0,1.4342523860021208
Bihar,PURNIA,2010,Rabi,Wheat,42075.0,82666.0,1.9647296494355317
Bihar,PURNIA,2010,Summer,Maize,16307.0,40963.0,2.5119887165021155
Bihar,PURNIA,2010,Summer,Moong(Green Gram),5006.0,2713.0,0.541949660407511
Bihar,PURNIA,2010,Summer,Rice,10256.0,19056.0,1.858034321372855
Bihar,PURNIA,2010,Whole Year,Sugarcane,471.0,20519.0,43.56475583864119
Bihar,PURNIA,2010,Whole Year,Tobacco,41.0,73.0,1.7804878048780488
Bihar,PURNIA,2010,Winter,Rice,66641.0,73480.0,1.102624510436518
Bihar,PURNIA,2011,Autumn,Maize,10921.0,17950.0,1.6436223789030309
Bihar,PURNIA,2011,Autumn,Rice,13084.0,15026.0,1.1484255579333538
Bihar,PURNIA,2011,Kharif,Arhar/Tur,140.0,266.0,1.9
Bihar,PURNIA,2011,Kharif,Horse-gram,485.0,462.0,0.9525773195876288
Bihar,PURNIA,2011,Kharif,Jute,24977.0,305413.0,12.227769547984146
Bihar,PURNIA,2011,Kharif,Mesta,3011.0,45165.0,15.0
Bihar,PURNIA,2011,Kharif,Moong(Green Gram),599.0,333.0,0.5559265442404007
Bihar,PURNIA,2011,Kharif,Sesamum,13.0,11.0,0.8461538461538461
Bihar,PURNIA,2011,Kharif,Urad,173.0,148.0,0.8554913294797688
Bihar,PURNIA,2011,Rabi,Gram,256.0,179.0,0.69921875
Bihar,PURNIA,2011,Rabi,Khesari,896.0,1133.0,1.2645089285714286
Bihar,PURNIA,2011,Rabi,Linseed,601.0,520.0,0.8652246256239601
Bihar,PURNIA,2011,Rabi,Maize,11623.0,28662.0,2.4659726404542717
Bihar,PURNIA,2011,Rabi,Masoor,2191.0,1361.0,0.6211775445002282
Bihar,PURNIA,2011,Rabi,Peas & beans (Pulses),190.0,196.0,1.0315789473684212
Bihar,PURNIA,2011,Rabi,Rapeseed &Mustard,3762.0,4326.0,1.1499202551834131
Bihar,PURNIA,2011,Rabi,Sunflower,1055.0,1512.0,1.4331753554502369
Bihar,PURNIA,2011,Rabi,Wheat,43088.0,112880.0,2.6197549201633867
Bihar,PURNIA,2011,Summer,Maize,16164.0,51036.0,3.1573867854491464
Bihar,PURNIA,2011,Summer,Moong(Green Gram),3816.0,4316.0,1.131027253668763
Bihar,PURNIA,2011,Summer,Rice,10918.0,19585.0,1.7938267081883128
Bihar,PURNIA,2011,Winter,Rice,74027.0,160944.0,2.1741256568549314
Bihar,PURNIA,2012,Autumn,Maize,11416.0,50379.0,4.41301681850035
Bihar,PURNIA,2012,Autumn,Rice,10937.0,14470.0,1.3230319100301728
Bihar,PURNIA,2012,Kharif,Arhar/Tur,118.0,117.0,0.9915254237288136
Bihar,PURNIA,2012,Kharif,Horse-gram,472.0,457.0,0.9682203389830508
Bihar,PURNIA,2012,Kharif,Jute,19616.0,62850.0,3.2040171288743884
Bihar,PURNIA,2012,Kharif,Mesta,841.0,2355.0,2.8002378121284184
Bihar,PURNIA,2012,Kharif,Moong(Green Gram),495.0,493.0,0.9959595959595959
Bihar,PURNIA,2012,Kharif,Sesamum,1.0,1.0,1.0
Bihar,PURNIA,2012,Kharif,Urad,167.0,142.0,0.8502994011976048
Bihar,PURNIA,2012,Rabi,Gram,231.0,842.0,3.645021645021645
Bihar,PURNIA,2012,Rabi,Khesari,1126.0,1325.0,1.1767317939609236
Bihar,PURNIA,2012,Rabi,Linseed,560.0,486.0,0.8678571428571429
Bihar,PURNIA,2012,Rabi,Maize,11123.0,33147.0,2.980041355749348
Bihar,PURNIA,2012,Rabi,Masoor,2173.0,1595.0,0.7340082834790612
Bihar,PURNIA,2012,Rabi,Peas & beans (Pulses),176.0,183.0,1.0397727272727273
Bihar,PURNIA,2012,Rabi,Rapeseed &Mustard,3799.0,4525.0,1.1911029218215319
Bihar,PURNIA,2012,Rabi,Sunflower,1388.0,1947.0,1.4027377521613833
Bihar,PURNIA,2012,Rabi,Wheat,42029.0,112973.0,2.687977348973328
Bihar,PURNIA,2012,Summer,Maize,16095.0,45967.0,2.8559801180490836
Bihar,PURNIA,2012,Summer,Moong(Green Gram),3747.0,4987.0,1.3309314117961035
Bihar,PURNIA,2012,Summer,Rice,10674.0,21399.0,2.00477796514896
Bihar,PURNIA,2012,Whole Year,Sugarcane,31.0,1447.0,46.67741935483871
Bihar,PURNIA,2012,Whole Year,Tobacco,51.0,96.0,1.8823529411764706
Bihar,PURNIA,2012,Winter,Rice,73753.0,152083.0,2.062058492535897
Bihar,PURNIA,2013,Autumn,Maize,10186.0,27499.0,2.699685843314353
Bihar,PURNIA,2013,Autumn,Rice,10583.0,19861.0,1.8766890295757346
Bihar,PURNIA,2013,Kharif,Arhar/Tur,108.0,180.0,1.6666666666666667
Bihar,PURNIA,2013,Kharif,Horse-gram,472.0,449.0,0.951271186440678
Bihar,PURNIA,2013,Kharif,Jute,24841.0,332455.0,13.383317901855802
Bihar,PURNIA,2013,Kharif,Mesta,2881.0,47569.0,16.511280805275945
Bihar,PURNIA,2013,Kharif,Moong(Green Gram),519.0,458.0,0.882466281310212
Bihar,PURNIA,2013,Kharif,Sesamum,1.0,1.0,1.0
Bihar,PURNIA,2013,Kharif,Urad,167.0,152.0,0.9101796407185628
Bihar,PURNIA,2013,Rabi,Gram,50.0,57.0,1.14
Bihar,PURNIA,2013,Rabi,Khesari,827.0,724.0,0.875453446191052
Bihar,PURNIA,2013,Rabi,Linseed,266.0,226.0,0.849624060150376
Bihar,PURNIA,2013,Rabi,Maize,11064.0,34597.0,3.126988430947216
Bihar,PURNIA,2013,Rabi,Masoor,1834.0,1396.0,0.7611777535441657
Bihar,PURNIA,2013,Rabi,Peas & beans (Pulses),158.0,167.0,1.0569620253164558
Bihar,PURNIA,2013,Rabi,Rapeseed &Mustard,991.0,1068.0,1.0776992936427852
Bihar,PURNIA,2013,Rabi,Sunflower,2019.0,2936.0,1.4541852402179296
Bihar,PURNIA,2013,Rabi,Wheat,40319.0,106836.0,2.6497680994072272
Bihar,PURNIA,2013,Summer,Maize,16653.0,49076.0,2.9469765207470124
Bihar,PURNIA,2013,Summer,Moong(Green Gram),4459.0,3576.0,0.8019735366674142
Bihar,PURNIA,2013,Summer,Rice,10247.0,21956.0,2.1426759051429687
Bihar,PURNIA,2013,Whole Year,Sugarcane,48.0,2304.0,48.0
Bihar,PURNIA,2013,Winter,Rice,73753.0,135463.0,1.8367117269805975
Bihar,PURNIA,2014,Autumn,Maize,7813.0,20794.0,2.661461666453347
Bihar,PURNIA,2014,Autumn,Rice,9483.0,18508.0,1.9517030475587893
Bihar,PURNIA,2014,Kharif,Arhar/Tur,118.0,170.0,1.4406779661016949
Bihar,PURNIA,2014,Kharif,Horse-gram,242.0,232.0,0.9586776859504132
Bihar,PURNIA,2014,Kharif,Jute,21183.0,405654.0,19.149978756550063
Bihar,PURNIA,2014,Kharif,Mesta,1501.0,27226.0,18.138574283810794
Bihar,PURNIA,2014,Kharif,Moong(Green Gram),379.0,157.0,0.41424802110817943
Bihar,PURNIA,2014,Kharif,Sesamum,2.0,2.0,1.0
Bihar,PURNIA,2014,Kharif,Urad,122.0,112.0,0.9180327868852459
Bihar,PURNIA,2014,Rabi,Gram,28.0,27.0,0.9642857142857143
Bihar,PURNIA,2014,Rabi,Khesari,117.0,116.0,0.9914529914529915
Bihar,PURNIA,2014,Rabi,Maize,11323.0,20563.0,1.8160381524331008
Bihar,PURNIA,2014,Rabi,Masoor,1576.0,1461.0,0.9270304568527918
Bihar,PURNIA,2014,Rabi,Peas & beans (Pulses),165.0,167.0,1.0121212121212122
Bihar,PURNIA,2014,Rabi,Rapeseed &Mustard,1223.0,1464.0,1.197056418642682
Bihar,PURNIA,2014,Rabi,Sunflower,1627.0,2366.0,1.4542102028272894
Bihar,PURNIA,2014,Rabi,Wheat,39726.0,23947.0,0.6028042088304888
Bihar,PURNIA,2014,Summer,Maize,16468.0,36213.0,2.1989919844547
Bihar,PURNIA,2014,Summer,Moong(Green Gram),4424.0,2769.0,0.6259041591320073
Bihar,PURNIA,2014,Summer,Rice,9893.0,24699.0,2.4966137673102193
Bihar,PURNIA,2014,Whole Year,Sugarcane,49.0,3055.0,62.3469387755102
Bihar,PURNIA,2014,Winter,Rice,66101.0,185906.0,2.8124536693847295
Bihar,ROHTAS,1997,Autumn,Rice,1047.0,1637.0,1.5635148042024833
Bihar,ROHTAS,1997,Kharif,Arhar/Tur,1229.0,1395.0,1.1350691619202604
Bihar,ROHTAS,1997,Kharif,Bajra,18.0,11.0,0.6111111111111112
Bihar,ROHTAS,1997,Kharif,Cotton(lint),200.0,400.0,2.0
Bihar,ROHTAS,1997,Kharif,Groundnut,19.0,9.0,0.47368421052631576
Bihar,ROHTAS,1997,Kharif,Jowar,19.0,16.0,0.8421052631578947
Bihar,ROHTAS,1997,Kharif,Maize,294.0,141.0,0.47959183673469385
Bihar,ROHTAS,1997,Kharif,Mesta,14.0,95.0,6.785714285714286
Bihar,ROHTAS,1997,Kharif,Other Kharif pulses,38.0,20.0,0.5263157894736842
Bihar,ROHTAS,1997,Kharif,Sesamum,315.0,189.0,0.6
Bihar,ROHTAS,1997,Kharif,Small millets,4.0,4.0,1.0
Bihar,ROHTAS,1997,Rabi,Barley,2694.0,3230.0,1.1989606533036377
Bihar,ROHTAS,1997,Rabi,Gram,5544.0,4274.0,0.7709235209235209
Bihar,ROHTAS,1997,Rabi,Linseed,2882.0,2136.0,0.7411519777931992
Bihar,ROHTAS,1997,Rabi,Maize,6.0,9.0,1.5
Bihar,ROHTAS,1997,Rabi,Other  Rabi pulses,193.0,147.0,0.7616580310880829
Bihar,ROHTAS,1997,Rabi,Rapeseed &Mustard,3275.0,2800.0,0.8549618320610687
Bihar,ROHTAS,1997,Rabi,Sunflower,17.0,13.0,0.7647058823529411
Bihar,ROHTAS,1997,Rabi,Wheat,110613.0,178489.0,1.6136349253704356
Bihar,ROHTAS,1997,Summer,Maize,20.0,45.0,2.25
Bihar,ROHTAS,1997,Summer,Rice,483.0,896.0,1.855072463768116
Bihar,ROHTAS,1997,Whole Year,Coriander,47.0,24.0,0.5106382978723404
Bihar,ROHTAS,1997,Whole Year,Dry chillies,250.0,213.0,0.852
Bihar,ROHTAS,1997,Whole Year,Garlic,39.0,52.0,1.3333333333333333
Bihar,ROHTAS,1997,Whole Year,Onion,282.0,2228.0,7.900709219858156
